domain,product_title,canonical_url,public_product_id,public_variant_id,public_sku_id,category,strength_size_options,current_price,compare_at_list_price,currency,stock_status,backorder,min_purchase,max_purchase,exact_public_quantity,source_url,extraction_method,captured_at,confidence,caveat
northlinelabs.org,Reta GLP-3,https://northlinelabs.org/product/reta-glp-3/,NL-22361,,,Hormones & analogues,Size: 10mg,79.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/reta-glp-3/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,Reta GLP-3,https://northlinelabs.org/product/reta-glp-3/,NL-22361,,,Hormones & analogues,Size: 15mg,99.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/reta-glp-3/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,Reta GLP-3,https://northlinelabs.org/product/reta-glp-3/,NL-22361,,,Hormones & analogues,Size: 20mg,129.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/reta-glp-3/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,Reta GLP-3,https://northlinelabs.org/product/reta-glp-3/,NL-22361,,,Hormones & analogues,Size: 30mg,189.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/reta-glp-3/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,Reta GLP-3,https://northlinelabs.org/product/reta-glp-3/,NL-22361,,,Hormones & analogues,Size: 50mg,299.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/reta-glp-3/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,NAD+,https://northlinelabs.org/product/nad-premium-research-compound/,NL-22431,,,Single peptide,Size: 500mg,89.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/nad-premium-research-compound/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,NAD+,https://northlinelabs.org/product/nad-premium-research-compound/,NL-22431,,,Single peptide,Size: 1000mg,129.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/nad-premium-research-compound/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,AOD-9604,https://northlinelabs.org/product/aod-9604-premium-research-peptide/,NL-22441,,,Single peptide,Size: 5mg,79.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/aod-9604-premium-research-peptide/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,AOD-9604,https://northlinelabs.org/product/aod-9604-premium-research-peptide/,NL-22441,,,Single peptide,Size: 10mg,109.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/aod-9604-premium-research-peptide/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
northlinelabs.org,Ipamorelin,https://northlinelabs.org/product/ipamorelin-premium-research-peptide/,NL-22386,,,Single peptide,Size: 10mg,74.99,,USD,in_stock,unknown,1,,,https://northlinelabs.org/product/ipamorelin-premium-research-peptide/,Anonymous public browser-indexed product pages,2026-07-28T02:08:00.000Z,medium,The direct origin returned a SiteGround challenge to this research client. Anonymous public browser-indexed pages exposed the catalog and offer details; this snapshot may lag the origin. Binary in-stock only; no exact quantity or backorder policy was public. No gate was accepted.
